application_id,age,annual_income,credit_score,loan_amount,years_employed,debt_to_income_ratio,existing_loans,employment_type,marital_status,education_level,residence_type,city_tier,card_type_requested,application_date,approval_status
100240,59,170980,653,12697,18,0.25,2,Salaried,Married,Masters,Rented,Tier2,Silver,19/12/2025,Rejected
100241,38,191590,773,16422,24,0.38,7,Self-Employed,Married,Bachelors,Rented,Tier2,Platinum,02/06/2025,Approved
100242,60,82813,784,43436,2,0.34,7,Salaried,Single,High School,Owned,Tier3,Platinum,03/06/2024,Approved
100243,21,121748,312,39380,27,0.64,1,Business,Married,Bachelors,Family,Tier2,Gold,14/05/2024,Approved
100244,31,162878,452,31341,25,0.35,5,Self-Employed,Married,Masters,Rented,Tier1,Platinum,07/12/2024,Approved
100245,48,129733,538,3037,7,0.23,0,Salaried,Single,Masters,Family,Tier3,Silver,01/03/2024,Approved
100246,45,196963,489,10522,14,0.6,0,Salaried,Single,Masters,Owned,Tier2,Silver,02/12/2025,Rejected
100247,43,151865,385,22259,0,0.7,2,Self-Employed,Single,Masters,Rented,Tier1,Silver,13/11/2024,Rejected
100248,51,108551,320,12998,22,0.47,0,Salaried,Single,Masters,Rented,Tier3,Silver,25/09/2024,Approved
100249,50,154335,618,8086,15,0.21,2,Salaried,Divorced,Masters,Family,Tier3,Silver,10/11/2024,Approved
100250,62,64220,457,2149,3,0.21,0,Salaried,Single,Bachelors,Family,Tier2,Platinum,29/07/2024,Approved
100251,55,42158,780,23792,7,0.09,7,Business,Married,High School,Family,Tier3,Platinum,17/01/2024,Rejected
100252,27,105992,375,17390,9,0.1,7,Business,Married,High School,Rented,Tier3,Gold,11/09/2024,Rejected
100253,36,183660,628,35204,29,0.64,0,Business,Single,Masters,Owned,Tier1,Gold,11/06/2025,Rejected
100254,46,87576,715,37018,15,0.11,3,Salaried,Married,Bachelors,Owned,Tier1,Platinum,16/03/2025,Approved
100255,,113027,502,29115,29,0.36,7,Self-Employed,Married,Bachelors,Owned,Tier3,Platinum,15/07/2024,Rejected
100256,21,180260,528,25047,9,0.5,6,Salaried,Divorced,Masters,Family,Tier3,Gold,13/08/2024,Approved
100257,32,83830,451,18078,10,0.6,3,Salaried,Divorced,Masters,Family,Tier3,Gold,19/01/2024,Rejected
100258,25,160091,371,22471,33,0.16,0,Business,Single,Masters,Owned,Tier3,Silver,27/08/2025,Approved
100259,57,37419,524,15263,15,0.33,3,Business,Divorced,Bachelors,Rented,Tier3,Platinum,16/03/2024,Rejected
100260,52,58697,772,5843,18,0.21,2,Salaried,Married,Bachelors,Owned,Tier1,Platinum,29/04/2024,Approved
100261,29,109932,659,13433,3,0.22,4,Business,Single,,Family,Tier1,Platinum,19/05/2025,Approved
100262,61,144712,839,12559,30,0.25,2,Salaried,Single,High School,Family,Tier3,Platinum,19/07/2025,Rejected
100263,55,120428,345,5952,34,0.43,7,Business,Married,High School,Family,Tier2,Silver,28/03/2025,Rejected
100264,39,164045,300,41610,33,0.06,7,Salaried,Married,High School,Family,Tier2,Platinum,20/03/2025,Approved
100265,36,111649,544,33793,25,0.32,3,Salaried,Married,High School,Owned,Tier2,Silver,23/01/2024,Approved
100266,23,147649,518,21931,5,0.17,1,Self-Employed,Married,Masters,Owned,Tier1,Platinum,01/05/2024,Approved
100267,40,36136,590,3153,32,0.68,6,,Divorced,Bachelors,Rented,Tier3,Gold,27/08/2024,Rejected
100268,44,109739,757,29911,26,0.43,0,Self-Employed,Married,High School,Family,Tier2,Platinum,16/04/2024,Approved
100269,53,87502,503,9019,11,0.61,3,Business,Single,Masters,,Tier2,Gold,03/08/2025,Approved
100270,44,187357,501,20873,7,0.18,5,Business,Divorced,Bachelors,Family,Tier2,Gold,30/10/2024,Approved
100271,31,48039,781,42291,8,0.58,5,Business,Single,High School,Family,Tier3,Platinum,25/08/2024,Rejected
100272,28,91720,810,32631,0,0.32,6,Self-Employed,Married,Masters,Family,Tier3,Silver,26/09/2024,Rejected
100273,56,148168,577,38929,4,0.17,7,Business,Married,High School,Rented,Tier1,,27/06/2025,Approved
100274,58,113263,315,18028,6,0.54,6,Salaried,Single,High School,Family,Tier3,Platinum,02/01/2025,Rejected
100275,60,84155,824,35620,17,0.55,3,Salaried,Single,Bachelors,Family,Tier1,Platinum,09/04/2024,Rejected
100276,40,41911,655,41491,23,0.7,3,Business,Married,Masters,Owned,Tier2,Platinum,02/07/2024,Approved
100277,55,25916,655,49474,25,0.56,7,Business,Divorced,Bachelors,Family,Tier1,Platinum,17/03/2024,Approved
100278,45,84052,377,11623,9,0.14,5,Business,Married,High School,Rented,Tier1,Gold,26/06/2024,Rejected
100279,55,42790,366,20968,11,0.26,6,Business,Divorced,High School,Rented,Tier3,Platinum,08/07/2024,Approved
100280,45,161278,513,4809,21,0.34,2,Business,Married,High School,,Tier2,Platinum,21/09/2024,Approved
100281,49,146937,748,35079,26,0.13,6,Business,Divorced,Bachelors,Rented,Tier1,Platinum,26/06/2024,Rejected
100282,38,110053,732,28371,2,0.56,0,Self-Employed,Married,High School,Rented,Tier2,Silver,14/04/2024,Rejected
100283,38,74950,844,44966,17,0.39,4,Salaried,Single,Masters,Rented,Tier2,Gold,11/09/2024,Rejected
100284,22,141211,414,40006,4,0.66,5,Business,Single,High School,Rented,Tier3,Silver,17/12/2025,Approved
100285,55,81361,719,32739,13,0.43,5,Self-Employed,Married,Bachelors,Owned,Tier2,Silver,29/04/2024,Rejected
100286,36,86451,798,,24,0.39,5,Self-Employed,Married,High School,Family,Tier1,Gold,17/02/2025,Approved
100287,61,62696,679,7977,30,0.1,6,Business,Divorced,Masters,Owned,Tier2,Platinum,13/09/2025,Approved
100288,56,127395,442,40177,20,0.15,6,Self-Employed,Divorced,Masters,Owned,Tier2,Gold,12/10/2025,Approved
100289,53,149121,323,35838,19,0.6,3,Salaried,Married,Bachelors,Owned,Tier2,Gold,24/11/2025,Rejected
100290,24,71728,838,3656,13,0.69,6,Business,Divorced,High School,Rented,Tier3,Platinum,29/05/2024,Rejected
100291,53,80401,374,5134,19,0.32,1,Business,Single,Bachelors,Rented,Tier3,Gold,19/11/2025,Approved
100292,34,50103,834,30431,29,0.58,5,Salaried,Single,Masters,Rented,Tier2,Platinum,24/02/2024,Rejected
100293,41,190335,340,4484,19,0.46,7,Self-Employed,Married,Bachelors,Family,Tier2,Platinum,11/12/2025,Rejected
100294,40,75044,712,44622,6,0.67,0,Business,Single,High School,Family,Tier2,Platinum,07/08/2025,Approved
100295,28,82730,714,48312,4,0.2,6,Salaried,Divorced,High School,Family,Tier2,Gold,12/07/2025,Approved
100296,27,50825,748,46077,30,0.4,6,Salaried,Married,Masters,,Tier1,Platinum,23/08/2025,Approved
100297,23,62271,735,39916,28,0.32,4,Business,Single,Masters,Rented,Tier2,Silver,26/03/2024,Approved
100298,37,102256,538,28274,14,0.4,5,Salaried,Married,Masters,Rented,Tier2,Gold,31/05/2024,Approved
100299,53,91433,341,21693,24,0.22,1,Business,Single,Masters,Owned,Tier1,Silver,13/02/2024,Approved
100300,32,126999,309,39559,12,0.37,5,Self-Employed,Single,Masters,Owned,Tier2,Silver,08/10/2025,Approved
100301,42,48572,564,18303,23,0.46,6,Business,Single,High School,Rented,Tier3,Silver,23/11/2025,Approved
100302,42,63546,744,20594,14,0.1,4,Business,Single,High School,Owned,Tier1,,10/02/2025,Approved
100303,50,171222,438,20103,23,0.53,4,Salaried,Married,High School,Rented,Tier3,Platinum,11/07/2024,Approved
100304,,79165,495,12858,25,0.51,5,Salaried,Single,Bachelors,Rented,Tier3,Silver,06/02/2024,Approved
100305,58,88690,373,16002,18,0.62,6,Self-Employed,Single,Bachelors,,Tier2,Silver,09/04/2024,Approved
100306,28,61948,524,5895,23,0.33,0,Business,Single,Masters,Rented,Tier3,Platinum,03/08/2025,Approved
100307,47,193102,401,44324,18,0.09,2,Self-Employed,Married,High School,Family,Tier1,Platinum,24/10/2024,Approved
100308,47,52007,563,26151,16,0.35,7,Salaried,,,Family,Tier3,Silver,31/07/2024,Approved
100309,54,125819,460,10919,4,0.14,1,Self-Employed,Single,High School,Owned,Tier1,Silver,27/09/2024,Approved
100310,41,116207,532,45187,3,0.47,5,Business,Single,High School,Rented,Tier3,Gold,12/07/2024,Approved
100311,50,101772,790,22927,21,0.08,3,Business,Married,High School,Rented,Tier1,Platinum,13/04/2025,Approved
100312,53,47024,610,29147,9,0.29,4,Business,Single,High School,Rented,Tier2,Platinum,23/04/2024,Rejected
100313,48,195456,526,13378,20,0.1,1,Salaried,Single,High School,Owned,Tier2,Gold,18/01/2024,Rejected
100314,,107912,572,37493,24,0.05,0,Salaried,Married,High School,Rented,Tier3,Gold,16/06/2024,Rejected
100315,25,174229,616,22545,5,0.67,1,Business,Divorced,High School,Family,Tier3,Gold,18/01/2024,Approved
100316,39,110481,385,45326,29,0.7,3,Salaried,Married,Bachelors,Family,Tier2,Silver,19/10/2025,Approved
100317,24,113553,590,14057,28,0.41,3,Self-Employed,Divorced,Bachelors,Family,Tier2,Gold,25/07/2024,Approved
100318,55,157828,768,2360,10,0.21,0,Self-Employed,Divorced,Masters,Owned,Tier1,Gold,10/09/2024,Rejected
100319,37,127488,703,3048,10,0.64,1,Business,Divorced,High School,Family,Tier2,Silver,14/09/2025,Approved
100320,64,121741,726,40020,26,0.65,5,Salaried,Divorced,Masters,Family,Tier2,Silver,23/05/2025,Rejected
100321,48,103210,674,44935,18,0.61,2,,Divorced,Bachelors,Owned,Tier1,Platinum,04/04/2025,Approved
100322,50,199166,551,23482,21,0.4,2,Self-Employed,Married,High School,Rented,Tier2,Silver,05/12/2025,Rejected
100323,49,160607,832,26663,27,0.1,5,Self-Employed,Single,Bachelors,Rented,Tier1,Platinum,04/05/2025,Approved
100324,26,72367,606,33973,3,0.11,4,Salaried,Married,Bachelors,Rented,Tier2,Gold,27/06/2025,Rejected
100325,55,173190,729,45446,18,0.63,7,Self-Employed,Married,Masters,Family,Tier1,Platinum,03/03/2024,Approved
100326,61,84884,563,16185,16,0.62,5,Salaried,Single,High School,Rented,Tier2,Silver,28/01/2025,Rejected
100327,57,169352,367,20699,22,0.33,6,Salaried,Single,Masters,Family,Tier2,Platinum,19/05/2024,Approved
100328,44,170818,406,42582,27,0.26,7,Self-Employed,Married,High School,Rented,Tier3,Platinum,27/12/2025,Rejected
100329,49,127572,699,19061,10,0.47,4,Self-Employed,Married,High School,Family,Tier1,Platinum,31/03/2024,Approved
100330,51,78251,498,12479,13,0.57,1,Business,Married,High School,Owned,Tier2,Silver,31/08/2025,Approved
100331,55,109821,491,44972,12,0.53,5,Salaried,Married,Bachelors,Family,Tier3,Platinum,06/09/2025,Approved
100332,53,108583,813,47607,23,0.45,7,Business,Single,Bachelors,Owned,Tier3,Gold,14/06/2025,Approved
100333,41,35207,741,45597,15,0.2,7,Salaried,Divorced,Masters,Owned,Tier1,Gold,10/02/2025,Approved
100334,52,52757,300,11892,27,0.22,6,Self-Employed,Married,Masters,Owned,Tier3,Gold,11/01/2024,Rejected
100335,43,172298,657,24931,29,0.52,4,Salaried,Divorced,Masters,Rented,Tier2,Gold,31/10/2024,Rejected
100336,53,183278,414,35639,26,0.57,3,Business,Divorced,Bachelors,Rented,Tier3,Platinum,15/01/2025,Approved
100337,23,176328,496,25654,16,0.13,0,Salaried,Married,Bachelors,Rented,Tier1,Gold,21/07/2024,Rejected
100338,38,58822,573,23942,25,0.17,4,Self-Employed,Married,High School,Owned,Tier1,Platinum,07/03/2025,Approved
100339,45,,459,7934,6,0.49,5,Business,Single,High School,Owned,Tier2,Silver,06/10/2024,Approved
100340,62,68351,472,30733,34,0.3,7,Salaried,Divorced,Masters,Family,Tier2,Platinum,21/10/2024,Approved
100341,51,131311,844,20612,14,0.42,7,Salaried,Married,High School,Family,Tier2,Silver,21/09/2024,Rejected
100342,23,100320,757,36103,15,0.45,2,Salaried,Married,High School,Owned,Tier3,Silver,08/09/2025,Rejected
100343,60,127565,732,32855,20,0.55,5,Salaried,Single,Bachelors,Owned,Tier2,Gold,27/05/2025,Approved
100344,44,191229,780,35493,16,0.57,3,Salaried,Married,Bachelors,Rented,Tier2,Gold,15/12/2025,Approved
100345,52,44937,754,10306,25,0.23,7,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,20/04/2024,Approved
100346,42,36219,495,39753,34,0.4,6,Self-Employed,Married,Masters,Family,Tier1,Gold,23/01/2024,Approved
100347,43,34399,608,40984,19,0.13,2,Business,Married,Bachelors,Owned,Tier2,Platinum,04/06/2025,Approved
100348,22,151733,793,17544,19,0.6,4,Salaried,Single,Masters,Rented,Tier3,Gold,07/10/2025,Rejected
100349,47,183729,738,2425,22,0.6,5,Self-Employed,Divorced,High School,Rented,Tier1,Platinum,19/07/2025,Approved
100350,62,45047,658,2733,4,0.24,4,Self-Employed,Divorced,High School,Family,Tier2,Gold,08/05/2025,Rejected
100351,22,110693,335,46375,8,0.15,6,Salaried,Divorced,High School,Rented,Tier2,Platinum,02/02/2025,Approved
100352,46,125931,333,11603,22,0.1,7,Business,Married,High School,Family,Tier1,Silver,21/01/2025,Approved
100353,37,162852,387,13152,17,0.42,3,Salaried,Married,Bachelors,Rented,Tier1,Gold,13/09/2024,Rejected
100354,60,52050,315,16801,28,0.11,2,Business,Married,High School,Owned,Tier1,Platinum,14/10/2025,Approved
100355,53,98551,720,19906,10,0.49,0,Business,Divorced,Bachelors,Rented,Tier3,Platinum,12/08/2024,Approved
100356,,93666,425,30437,7,0.49,0,Self-Employed,Divorced,High School,Family,Tier2,Platinum,09/08/2025,Approved
100357,63,107016,307,17985,26,0.45,6,Business,Divorced,High School,Owned,Tier2,Silver,13/11/2024,Approved
100358,59,138135,771,,1,0.62,3,Self-Employed,Divorced,Bachelors,Rented,Tier2,Silver,26/07/2024,Rejected
100359,49,78010,767,43515,22,0.3,5,Self-Employed,Married,Masters,Family,Tier1,Platinum,10/05/2024,Approved
100360,62,63165,809,22068,20,0.64,4,Salaried,Single,Bachelors,Rented,Tier2,Gold,16/01/2024,Approved
100361,46,36528,701,14531,9,0.07,5,Salaried,Divorced,Masters,Family,Tier2,Gold,08/06/2024,Approved
100362,55,145840,475,47753,3,0.12,3,Business,Single,Bachelors,Family,Tier1,Silver,18/04/2025,Rejected
100363,45,161986,666,35288,20,0.32,2,Salaried,Divorced,Masters,Family,Tier2,Platinum,15/02/2025,Rejected
100364,44,62136,,36158,11,0.44,0,Salaried,Single,Masters,Rented,Tier3,Platinum,12/12/2024,Approved
100365,33,167251,317,26481,13,0.07,4,Business,Single,Bachelors,Rented,Tier2,Gold,21/12/2025,Approved
100366,27,111008,355,27226,19,0.42,7,Salaried,Single,Masters,Family,Tier3,Silver,24/06/2024,Approved
100367,56,37076,334,2117,7,0.25,2,Self-Employed,Married,Bachelors,Family,Tier1,Platinum,07/03/2025,Approved
100368,40,148911,646,33661,26,0.63,0,Salaried,Single,Masters,Family,Tier2,Silver,24/09/2024,Rejected
100369,,180855,331,41068,20,0.4,7,Salaried,Married,High School,Family,Tier3,Silver,22/02/2025,Rejected
100370,28,141625,432,43484,34,0.43,0,Salaried,,High School,Family,Tier2,Platinum,26/05/2024,Rejected
100371,36,75298,498,13459,14,0.66,1,Self-Employed,Married,High School,Family,Tier1,Platinum,18/10/2025,Rejected
100372,34,79304,555,22105,11,0.55,4,Business,Divorced,Bachelors,Family,Tier1,Silver,26/05/2025,Approved
100373,32,104360,641,39909,33,0.33,3,Self-Employed,Divorced,Masters,Family,Tier2,Silver,27/01/2025,Approved
100374,43,94835,530,20464,7,0.36,1,Business,Single,High School,Rented,Tier1,Platinum,16/11/2025,Rejected
100375,35,137424,600,33554,29,0.47,0,Self-Employed,Married,Bachelors,Owned,Tier3,Gold,28/06/2025,Rejected
100376,48,164190,846,41707,2,0.18,4,Salaried,Divorced,Bachelors,Owned,Tier1,Silver,19/12/2025,Rejected
100377,54,81911,325,5777,29,0.11,6,Self-Employed,Married,Masters,Rented,Tier1,Gold,05/06/2024,Approved
100378,22,128088,834,12432,28,0.25,6,Business,Married,Bachelors,Family,Tier3,Silver,13/07/2024,Approved
100379,52,40185,773,15271,0,0.56,4,Salaried,Divorced,Bachelors,Rented,Tier2,Silver,04/07/2024,Approved
100380,43,197864,686,4801,,0.22,1,Business,Married,,Family,Tier1,Silver,31/08/2024,Approved
100381,42,75613,584,8057,30,0.13,2,Salaried,Married,High School,Owned,Tier2,Platinum,12/04/2024,Approved
100382,45,189999,749,27511,9,0.19,2,Salaried,Married,Masters,Rented,Tier3,Platinum,14/08/2024,Approved
100383,42,25386,619,8510,29,0.49,6,Self-Employed,Divorced,High School,Owned,Tier2,Platinum,09/04/2024,Rejected
100384,42,55020,455,9099,25,0.45,3,Business,Married,High School,Rented,Tier1,Gold,29/08/2025,Approved
100385,62,67678,770,16193,11,0.5,4,Self-Employed,Divorced,High School,Rented,Tier1,Gold,28/11/2024,Rejected
100386,26,86394,719,21011,4,0.26,5,Business,Married,High School,Owned,Tier1,Gold,11/08/2024,Rejected
100387,35,140377,412,49900,8,0.64,1,Self-Employed,Married,Bachelors,Owned,Tier3,Platinum,03/03/2024,Approved
100388,63,146716,721,21764,10,0.34,0,Salaried,Divorced,High School,Owned,Tier1,Silver,28/07/2024,Rejected
100389,57,80918,584,5450,22,0.38,2,Business,Divorced,Bachelors,Family,Tier2,Silver,23/08/2024,Rejected
100390,53,140640,353,15549,16,0.67,1,Business,Married,Masters,Owned,Tier1,Gold,31/12/2024,Approved
100391,28,185527,624,7960,12,0.69,3,Self-Employed,Married,High School,Owned,Tier3,Platinum,01/12/2024,Approved
100392,64,129446,757,17583,16,0.48,3,Business,Single,High School,Owned,Tier2,Platinum,21/08/2025,Rejected
100393,64,194807,564,7996,22,0.66,5,Self-Employed,Married,High School,Rented,Tier2,Silver,18/02/2025,Approved
100394,25,119702,681,19567,8,0.4,7,Self-Employed,Divorced,High School,Family,Tier3,Platinum,30/08/2024,Approved
100395,59,130509,512,15201,17,0.25,4,Business,Married,High School,Rented,Tier2,Gold,12/03/2025,Approved
100396,24,118608,632,6043,17,0.25,3,Self-Employed,Single,Masters,Family,Tier1,Platinum,09/07/2025,Rejected
100397,26,139310,309,21420,29,0.41,3,Business,Married,High School,Owned,Tier2,Gold,16/02/2025,Approved
100398,52,168181,657,41602,25,0.44,5,Salaried,Single,Masters,Rented,Tier3,Gold,14/07/2025,Approved
100399,50,70802,502,43324,17,0.34,7,Self-Employed,Divorced,Masters,Rented,Tier2,Gold,20/03/2024,Rejected
100400,55,59622,357,35620,20,0.62,5,Salaried,Divorced,Masters,Family,Tier2,Gold,26/02/2024,Approved
100401,60,134935,793,13629,32,0.33,2,Self-Employed,Married,Bachelors,Family,Tier3,Silver,19/09/2025,Approved
100402,36,142919,809,29675,13,0.23,2,Business,Single,Bachelors,Owned,Tier2,Platinum,23/08/2025,Approved
100403,33,158669,522,2662,9,0.06,3,Self-Employed,Divorced,High School,Owned,Tier3,Platinum,24/02/2025,Approved
100404,62,196669,668,15734,27,0.68,6,Self-Employed,Married,Masters,Owned,Tier1,Silver,18/11/2025,Approved
100405,50,197026,717,8589,,0.59,5,Business,Divorced,Masters,Rented,Tier3,Silver,04/12/2024,Approved
100406,,94519,846,44418,18,0.45,6,Salaried,Married,High School,Owned,Tier2,Platinum,01/09/2024,Approved
100407,37,199223,402,5655,25,0.59,4,Business,Single,High School,Owned,Tier2,Silver,01/05/2024,Rejected
100408,39,,460,9749,9,0.58,2,Salaried,Married,Masters,Owned,Tier1,Platinum,30/09/2025,Approved
100409,48,69772,499,11797,16,0.66,2,Salaried,Divorced,Bachelors,Rented,Tier2,Silver,05/04/2024,Rejected
100410,46,147431,459,32930,33,0.3,5,Self-Employed,Married,Masters,Family,Tier2,Silver,17/09/2025,Approved
100411,57,121090,435,7645,13,0.41,6,Self-Employed,Divorced,High School,Rented,Tier2,Platinum,04/09/2025,Rejected
100412,46,183988,697,12895,25,0.11,3,Salaried,Single,Masters,Owned,Tier2,Gold,29/11/2025,Approved
100413,43,69871,691,35762,33,0.68,4,Business,Divorced,,,Tier3,Silver,06/09/2025,Rejected
100414,29,51372,405,48634,18,0.69,6,Salaried,Divorced,Bachelors,Rented,Tier2,Gold,22/05/2024,Approved
100415,32,64080,353,22432,23,0.56,6,,Single,Masters,Owned,Tier3,Gold,02/07/2024,Approved
100416,,131242,,,30,0.35,3,Business,Single,High School,Rented,Tier2,Silver,13/08/2025,Approved
100417,21,67722,410,17858,5,0.37,0,Business,Married,Masters,Rented,Tier2,Gold,05/12/2024,Approved
100418,54,54048,523,9233,19,0.33,0,Self-Employed,Single,Bachelors,Owned,Tier2,Platinum,25/07/2025,Rejected
100419,52,110205,374,44611,33,0.24,6,Business,Divorced,Masters,Owned,Tier1,Platinum,01/10/2024,Approved
100420,45,165849,,33004,21,0.39,5,Business,Married,High School,Family,Tier3,Gold,12/03/2025,Approved
100421,60,79711,313,27671,6,0.08,4,Salaried,Single,High School,Family,Tier1,Platinum,30/10/2025,Approved
100422,21,192403,781,37760,32,0.69,0,Salaried,Divorced,Masters,Family,Tier2,Silver,02/12/2025,Approved
100423,36,45968,488,29441,5,0.33,5,Self-Employed,Single,Masters,Owned,Tier1,,21/09/2025,Approved
100424,59,36292,663,29233,15,0.65,4,Salaried,Divorced,High School,Rented,Tier1,Silver,28/10/2025,Approved
100425,25,196866,538,38591,7,0.52,0,Business,Single,High School,Family,Tier1,Silver,19/04/2024,Approved
100426,42,104459,700,37285,22,0.24,1,Self-Employed,Married,Masters,Owned,Tier3,Platinum,18/10/2024,Rejected
100427,49,75192,603,3268,17,0.19,2,Self-Employed,Married,Bachelors,Family,Tier2,Gold,09/12/2025,Approved
100428,23,183775,390,27220,13,0.7,5,Self-Employed,Married,High School,Owned,Tier2,Platinum,07/02/2025,Rejected
100429,32,109193,691,49774,14,0.55,7,Business,Divorced,Bachelors,Rented,Tier3,Platinum,13/07/2025,Approved
100430,46,94165,483,5438,4,0.21,7,Salaried,Married,Bachelors,Owned,Tier3,Gold,30/03/2025,Approved
100431,36,92650,316,45269,14,0.09,6,Business,Married,Bachelors,Family,Tier2,Silver,19/12/2024,Approved
100432,57,154858,311,40066,10,0.5,7,Business,Married,High School,Owned,Tier2,,28/11/2025,Rejected
100433,42,126398,465,20369,1,0.25,3,Salaried,Divorced,Bachelors,Rented,Tier1,Silver,20/04/2025,Approved
100434,49,122885,445,46896,22,0.19,4,Salaried,Married,Masters,Family,Tier3,Gold,21/10/2024,Approved
